review,overall rating
Food was good. Order was messed up. Food was returned and showed up again on the cool side. Credit was given for the food but I didn’t go to get a refund.,2
Very understaffed. Took 1//2 hour to have order taken ; 1/2 hour for one person to receive soup. After another 20 minutes asked where others’ salads were. Told they were waiting for soup to be finished then served salads with main courses. Prices were ridiculous - 2 side shrimps cost $30 .  Very noisy. Bartender was hooting with customers. Very unpleasant. Used to enjoy this place. Won’t be back,1
I really like this spot. The food is good but the prices are getting worse. Today I had to specify the number of shrimp I wanted in my salad and each one was $6. That would have turned a $20 salad into a $45 salad if I choose a number greater than 4,4
I haven’t been to the Miller Tavern in over 5 years and it was so nice to be back,4
Offering filtered water than ‘municipal’ water would have improved our experience. But more attention to us also would have made the evening more enjoyable. An adjacent table with 5 people had the undivided attention of their server. Perhaps more servers were required or we didn’t appear to be as important. After ordering what we considered an expensive bottle of wine we had to pour it ourselves at one point.,4
Everything was great especially the service.  I would give 6 stars but they only let me give 5.,4
"Poor service, small portions, late sides (they came with the bill, rather then the entrees), and high prices combined for a disappointing Mother’s Day dinner.",0
"The reservation was for the main dining room, and we were sat in a private room, which was dated and not renovated. 
The staff and kitchen were overwhelmed with Mother's Day.  At 5:30 pm, they ran out of Burgers and had no Kid's menu available.  Considering the restaurant was FULL of families with children this was a major oversight in the company planning.",1
Honestly it is easily the best place in the area. Andrew - the manager - is great. Food is amazing and service is top notch. My wife and I now go every week. We took our kids on Mothers Day and they loved the burgers but loved the place as well. Reminds me of Soho House. 10/10,4
"I arrived to my reservation 10 minutes early. The man at the front informed me that I wouldn't start receiving service until my actual reservation, which is fine. Two tables sat after me. My reservation time comes around and no one greeted my table. However, the two tables that were sat after me were greeted. 20 minutes into my reservation, I still hadn't been greeted nor even poured water. The table behind me had already put in their drinks orders and were in the middle of ordering food. They had already received their apps by the time I was greeted. The service didn't apologize for not coming over. Our drinks (one cocktail and one water) took 15 minutes to come out. The food was nothing special, especially for the price point. We asked the server for more water 3 different times and she still forgot to bring it over. By the time she brought us water we were ready to leave. The pavlova was good and the only thing I actually enjoyed about the experience.",1
"Fabulous food and outstanding service! It was Mother's Day, so the place was packed. I was noisy but to be expected!",4
Food was brought out my steak was well done supposed to be medium rare was told 3 min to re cook another one wife finished her food my steak was still not brought out. Place is not the same will never return. Peter the server was extremely good but food was terrible,1
"We had an early Mothers Day dinner.  This time we sat in the newly renovated downstairs section.  The lighting was dark and uneven, felt like a rec room from the 70s.  It could be cozy in the winter, but definitely not inspiring on a sunny late spring day.

Our waitress was excellent — cheerful, charming and professional.

The food was mediocre and overpriced.  4oz of salmon for $38, served medium-rare which meant essentially cool in the middle.  The pea coulis was more like a soup; the sugar snap peas were almost raw.  Top sirloin steak was cut very thick, not much seasoning, served rare; as a result, it was a bit tough and chewy.  Wagyu burger was rich, literally drenched in melted cheddar.

All in all, an underwhelming experience.  For the price, we could have had much better cuisine in a more inspiring environment.  The patio is gorgeous, might be worth a simple but expensive lunch now and then; but we’d avoid coming back to the basement.",2
